REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
CX73VJD,183944,KIA,PICANTO,06/06/2025,3006661,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
WF22VAO,037685,AUDI,Q2,06/06/2025,3006603,Marshall Audi Exeter,1 Matford Way,,EXETER,EX2 8FN,,1392825425,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YE22BXX,033035,AUDI,Q2,06/06/2025,3006599,Cars2 Hyundai Bradford,4 Kings Road,,Bradford,BD2 1FA,,1274727500,11/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
LV22VPY,S80305,FORD,ECOSPORT,06/06/2025,3006596,Wilsons Peugeot Epsom,Nonsuch Industrial Estate,,EPSOM,KT17 1DH,,2031315971,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
SV24WGK,614026,SUZUKI,SWIFT,06/06/2025,3006587,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
RO24URL,006930,VAUXHALL,MOKKA,06/06/2025,3006580,Advance Vauxhall High Wycombe,500 London Road,,Bucks,HP11 1LP,,1494893421,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
LP22LZB,042649,VAUXHALL,MOKKA,06/06/2025,3006577,Toomey Peugeot Basildon,Service House,,BASILDON,SS15 6RW,,1268427310,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
CK74VHH,152120,VOLKSWAGEN,GOLF,06/06/2025,3006573,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
WK74OTA,481573,HYUNDAI,BAYON,06/06/2025,3006569,Hawkins Hyundai Blackwater,Central Garage,,TRURO,TR4 8ET,,1872560987,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
CE22EWW,129351,RENAULT,CAPTUR,06/06/2025,3006568,Griffin Mill Nissan Pontypridd,Griffin Mill Garages Ltd,,Pontypridd,CF37 5YE,,1443824380,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
CA74YHX,040494,NISSAN,QASHQAI,06/06/2025,3006566,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BK22KJY,140279,HYUNDAI,I20,06/06/2025,3006565,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,11/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YS25LYC,254649,MG,3,06/06/2025,3006564,Cars2 MG Barnsley,Pontefract Road,,Barnsley,S71 1AJ,,1226229213,11/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
FN25AZO,547749,SEAT,IBIZA,06/06/2025,3006563,JCT600 SEAT Sheffield,Middlewood Road,,Sheffield,S6 1TF,,1142503200,11/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
WF22YJJ,110369,NISSAN,QASHQAI,06/06/2025,3006562,FJ Chalke Nissan Wincanton,Saxon Way,,WINCANTON,BA9 9RT,,1963343350,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
DMZ5540,043568,AUDI,Q2,06/06/2025,3006560,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,11/06/2025,Liverpool Motorstore/Kia/MG,55 Sefton Street,,Liverpool,L8 6UD,,1518329460,Must call 1hour before collection and get a name,,AC01,
MM24DVJ,P59897,BMW,1 SERIES,06/06/2025,3006556,Lloyd Volvo South Lakes,Bridge End Garage,,Kendal,LA8 8EL,,1539552441,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
FP22JZW,021031,VAUXHALL,MOKKA,06/06/2025,3006555,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
YT24FTO,088521,CUPRA,FORMENTOR,06/06/2025,3006551,Stellantis & You Peugeot Sheffield,615 Penistone Road,,Sheffield,S6 2GA,,1142856150,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
FX22XWN,100690,NISSAN,QASHQAI,06/06/2025,3006549,Stoneacre Volvo Grimsby,Altyre Way,,GRIMSBY,DN36 4RJ,,1472200888,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
CV70FMC,102920,MG,ZSS,06/06/2025,3006544,Renault Retail Group Dacia Swansea,Fendrod Way,,Swansea,SA7 9DG,,1792900378,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
AP21EBU,113285,TOYOTA,C-HR,06/06/2025,3006541,Group 1 Volkswagen Norwich,Heigham Street,,Norwich,NR2 4LX,,1603612111,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
PN24VUW,281412,HYUNDAI,I10,06/06/2025,3006540,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
DU22AOF,174184,NISSAN,JUKE,06/06/2025,3006538,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
AJ73GNF,934822,KIA,STONIC,06/06/2025,3006537,Boongate Kia Peterborough,Newark Road,,PETERBOROUGH,PE1 5UA,,1733344344,11/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
