REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
LJ24NGP,333499,MG,HS,19/05/2025,2990407,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Newcastle Under Motorstore,Brymbo Road,Lymedale Park,Newcastle Under Lyme,ST5 9HX,,1782476140,Must call 1hour before collection and get a name,,AC01,
LC73VBD,208848,MG,HS,19/05/2025,2990446,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Nottingham Motorstore,Redfield Road,Lenton Industrial Estate,Nottingham,NG7 2UJ,,1156663200,Must call 1hour before collection and get a name,,AC01,
LF73GGW,286923,MG,HS,19/05/2025,2990444,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Oldbury Fiat/Motorstore/Jeep/Abarth,Oldbury Ringway,Oldbury,Birmingham,B69 4JW,,1213870020,Must call 1hour before collection and get a name,,AC01,
LJ24MJS,337333,MG,HS,19/05/2025,2990445,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Oldbury Fiat/Motorstore/Jeep/Abarth,Oldbury Ringway,Oldbury,Birmingham,B69 4JW,,1213870020,Must call 1hour before collection and get a name,,AC01,
LD73VRU,204429,MG,HS,19/05/2025,2990414,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902308088,Must call 1hour before collection and get a name,,AC01,
LC24PFE,319462,MG,HS,19/05/2025,2990415,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902308088,Must call 1hour before collection and get a name,,AC01,
LD73VRT,204412,MG,HS,19/05/2025,2990437,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Preston Motorstore,116 Hartington Rd,,Preston,PR1 8PQ,,1772418090,Must call 1hour before collection and get a name,,AC01,
LJ24ORR,333832,MG,HS,19/05/2025,2990439,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Preston Motorstore,116 Hartington Rd,,Preston,PR1 8PQ,,1772418090,Must call 1hour before collection and get a name,,AC01,
LC73UBK,212777,MG,HS,19/05/2025,2990433,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Salford Vauxhall/Fiat/Abrath/MG,1 Brunel Ave,,Salford,M5 4BE,,1616763710,Must call 1hour before collection and get a name,,AC01,
LJ24MYE,337328,MG,HS,19/05/2025,2990434,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Salford Vauxhall/Fiat/Abrath/MG,1 Brunel Ave,,Salford,M5 4BE,,1616763710,Must call 1hour before collection and get a name,,AC01,
LC24TWM,342373,MG,ZSS,19/05/2025,2990435,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Salford Vauxhall/Fiat/Abrath/MG,1 Brunel Ave,,Salford,M5 4BE,,1616763710,Must call 1hour before collection and get a name,,AC01,
LJ24MZR,332428,MG,HS,19/05/2025,2990422,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Shrewsbury Motorstore,7 Battlefield Road,,Shrewsbury,SY1 4AE,,1743648058,Must call 1hour before collection and get a name,,AC01,
LJ24NCW,332430,MG,HS,19/05/2025,2990413,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Must call 1hour before collection and get a name,,AC01,
LD73UYA,186132,MG,HS,19/05/2025,2990404,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Stourbridge Fiat/Motorstore/Abarth,Brettell Lane,Amblecote,Stourbridge,DY8 4BP,,1384987054,Must call 1hour before collection and get a name,,AC01,
LG73KUY,189052,MG,HS,19/05/2025,2990397,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
LC73VCJ,213241,MG,HS,19/05/2025,2990398,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
LJ24NEG,335736,MG,HS,19/05/2025,2990399,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
LC73ECL,310300,MG,HS,19/05/2025,2990400,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
LJ24NJL,333505,MG,HS,19/05/2025,2990401,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
LC73WCL,252088,MG,HS,19/05/2025,2990527,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
LC73VBG,211744,MG,HS,19/05/2025,2990395,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Warrington Motorstore,610 Europa Boulevard,Gemini Retail Park,Warrington,WA5 7TT,,1925980405,Must call 1hour before collection and get a name,,AC01,
LJ24NBR,338597,MG,HS,19/05/2025,2990396,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Warrington Motorstore,610 Europa Boulevard,Gemini Retail Park,Warrington,WA5 7TT,,1925980405,Must call 1hour before collection and get a name,,AC01,
LC73UXP,210739,MG,HS,19/05/2025,2990394,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
LC73DBS,308434,MG,HS,19/05/2025,2990391,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wigan Motorstore,Wallgate,,Wigan,WN3 4AL,,1942949010,Must call 1hour before collection and get a name,,AC01,
LC73VAA,212805,MG,HS,19/05/2025,2990392,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wigan Motorstore,Wallgate,,Wigan,WN3 4AL,,1942949010,Must call 1hour before collection and get a name,,AC01,
LG73DRL,292382,MG,HS,19/05/2025,2990390,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,Wolverhampton Motorstore,Pantheon Park,Wednesfield Way,Wolverhampton,WV11 3DR,,1902937977,Must call 1hour before collection and get a name,,AC01,
LC73UXR,209316,MG,HS,19/05/2025,2990388,X Manheim Bruntingthorpe,Bruntingthorpe Proving Ground,Bath Lane,Bruntingthorpe,LE17 5QS,,1162799310,22/05/2025,York Motorstore,Nether Poppleton,,York,YO26 6RL,,7000000000,Must call 1hour before collection and get a name,,AC01,
