REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
LV71XNP,001936,SEAT,TARRACO,16/05/2025,2983242,Marshall SKODA Croydon,414 Purley Way,,Croydon,CR0 4NZ,,2086868844,21/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
VO71XDH,019687,AUDI,Q3,16/05/2025,2988320,TMS Volvo Coventry,510 London Road,,COVENTRY,CV3 4EU,,2476303132,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
PK22HHS,L50564,FORD,PUMA,16/05/2025,2988349,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
LR22TWV,087948,HYUNDAI,KONA,16/05/2025,2988347,Perrys Peugeot Aylesbury,Griffin Lane,,Aylesbury,HP19 8BY,,1296592615,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YK74VDF,409760,VOLKSWAGEN,TIGUAN,16/05/2025,2988325,JCT600 Volkswagen Wakefield,132 - 134 Dewsbury Road,,WAKEFIELD,WF2 9BE,,1924291129,21/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
FV24ZZN,090714,VOLKSWAGEN,TAIGO,16/05/2025,2988322,John Roe Toyota Scunthorpe,Grange Lane North,,Scunthorpe,DN16 1BT,,1724282585,21/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
HG23CKJ,M61581,BMW,1 SERIES,16/05/2025,2988427,Marshall BMW Bournemouth,361-371 Wallisdown Road,,Poole,BH12 5WB,,1202535535,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
EX23CUJ,046149,AUDI,Q2,16/05/2025,2988321,Group 1 Audi Chingford,London,,London,E4 8JA,,6000000000,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
MM73SOA,785786,RENAULT,CAPTUR,16/05/2025,2988345,Arnold Clark MG Liverpool,55 Sefton Street,,Liverpool,L8 6UD,,1517025000,21/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
YG73HLX,101233,VAUXHALL,MOKKA,16/05/2025,2988362,Pentagon SEAT Huddersfield,1 Fartown Green Road,,Huddersfield,HD2 1AA,,3303906799,21/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Must call 1hour before collection and get a name,,AC01,
FL74XUK,038830,NISSAN,QASHQAI,16/05/2025,2988324,Vertu Nissan Derby,Sir Frank Whittle Road,,Derby,DE21 4RX,,3445586552,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
SH23PZB,A82635,SUZUKI,S-CROSS,16/05/2025,2988360,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,21/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
