REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
YS24UVT,939489,RENAULT,CLIO,23/06/2025,3021162,Stoneacre Renault Rotherham,Mushroom Garage,,Rotherham,S65 2UG,,1709373991,26/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
DY71ZHD,022477,PEUGEOT,5008,23/06/2025,3021164,Greenhous Nissan Shrewsbury,Featherbed Lane,,Shrewsbury,SY1 4PP,,1743454141,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
ML25LPN,000657,VOLKSWAGEN,POLO,23/06/2025,3021165,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GF72AEY,100119,HYUNDAI,KONA,23/06/2025,3021196,Caffyns MG Ashford,Monument Way,,Ashford,TN24 0HB,,1233326870,26/06/2025,Huddersfield Motorstore,386 Leeds Road,,Huddersfield,HD2 1XL,,1484955670,Must call 1hour before collection and get a name,,AC01,
EA23VRD,262892,NISSAN,QASHQAI,23/06/2025,3021216,Glyn Hopkin Nissan Romford,279-289 London Road,,ROMFORD,RM7 9NP,,1708737999,26/06/2025,Huddersfield Motorstore,386 Leeds Road,,Huddersfield,HD2 1XL,,1484955670,Must call 1hour before collection and get a name,,AC01,
YY22JXJ,043690,AUDI,Q2,23/06/2025,3021236,JCT600 Audi Hull,Priory Park,,Hull,HU13 9PB,,1482640581,26/06/2025,Shiremoor Motorstore/BYD,New York Road,,Shiremoor,NE27 0NA,,1919332500,Must call 1hour before collection and get a name,,AC01,
PY74JZW,079158,NISSAN,JUKE,23/06/2025,3021291,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
SK22YAJ,368678,VAUXHALL,CROSSLAND,23/06/2025,3021367,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YC24XKL,021679,VAUXHALL,MOKKA,23/06/2025,3021652,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
BK74YPN,516069,SEAT,IBIZA,23/06/2025,3021653,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
HK22HNG,170781,HYUNDAI,I20,23/06/2025,3021654,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
EN74LSZ,084105,NISSAN,JUKE,23/06/2025,3021673,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
CV22YUW,103081,NISSAN,QASHQAI,23/06/2025,3021676,Renault Retail Group Renault Swansea,Fendrod Way,,SWANSEA,SA7 9DG,,1792495000,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
FG24OMO,447582,NISSAN,QASHQAI,23/06/2025,3021679,Vertu Nissan Derby,Sir Frank Whittle Road,,Derby,DE21 4RX,,3445586552,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
AY22XFX,416487,NISSAN,MICRA,23/06/2025,3021681,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
KN22YHS,174175,NISSAN,JUKE,23/06/2025,3021683,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
SA22ONV,056880,KIA,PRO CEED,23/06/2025,3021684,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
LP21MMO,017351,SEAT,TARRACO,23/06/2025,3021686,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
KP22WUJ,069695,AUDI,A3,23/06/2025,3021688,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
GF22GZV,176255,MG,HS,23/06/2025,3021717,W J King Peugeot Sidcup,214-220 Main Road,,SIDCUP,DA14 6RR,,2083097788,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
LN74BHO,053598,NISSAN,QASHQAI,23/06/2025,3021725,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,Warrington Renault,860 Europa Boulevard,Gemini Retail Park,Warrington,WA5 7TY,,1925980405,Must call 1hour before collection and get a name,,AC01,
AK20EZL,017604,SEAT,TARRACO,23/06/2025,3021750,Holden Volvo Kings Lynn,49 Bergen Way,,King's Lynn,PE30 2JG,,1553423700,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
LB22LTJ,253523,VAUXHALL,CORSA,23/06/2025,3021770,Stellantis & You Vauxhall Wimbledon,80 Plough Lane,,Wimbledon,SW17 0BW,,2037472957,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GJ23OSR,439387,VAUXHALL,CORSA,23/06/2025,3021772,Perrys Vauxhall Sittingbourne,London Road,,Sittingbourne,ME9 9AQ,,1795374597,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
VU24MLJ,523975,SKODA,KODIAQ,23/06/2025,3021778,Johnsons Škoda Stourbridge,82 Stourbridge Road,,Stourbridge,DY9 7DE,,1384396600,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
HK72MYD,072873,RENAULT,CLIO,23/06/2025,3021779,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,26/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1518329460,Must call 1hour before collection and get a name,,AC01,
NJ74DJV,513521,SEAT,ARONA,23/06/2025,3021788,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
FL20OSM,758456,NISSAN,QASHQAI,23/06/2025,3021840,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,26/06/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
