REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
YY22FRF,T22868,FORD,KUGA,22/05/2025,2993859,Evans Halshaw Ford Hull,Priory Park,,Hull,HU4 7DY,,1482357200,28/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
GV74FBJ,165414,VOLKSWAGEN,POLO,22/05/2025,2993868,Hendy Renault Brighton,Carden Avenue,,Brighton,BN1 8AF,,1273025612,28/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
WJ73GYV,090840,VOLKSWAGEN,POLO,22/05/2025,2993872,Murray Volkswagen Plymouth,44 Millbay Road,,PLYMOUTH,PL1 3FQ,,1752668351,28/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
BG22ULS,188515,VAUXHALL,CROSSLAND,22/05/2025,2993874,TMS Volvo Hinckley,Trinity Marina,,Leciestershire,LE10 0NF,,1455632478,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
MK73AEF,035184,VOLKSWAGEN,TROC,22/05/2025,2993878,Group 1 Volkswagen Altrincham,Manchester Road,,ALTRINCHAM,WA14 4PJ,,1616058100,28/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
MV74PZC,015696,AUDI,Q2,22/05/2025,2993886,Bolton Audi,25 Grosvenor Street,,Bolton,BL2 1NN,,1204410000,28/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
YJ24UDL,M54834,FORD,PUMA,22/05/2025,2993888,Right Car Ford Beverley,Beck View Road,,Beverley,HU17 0JT,,1482887577,28/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
PJ24ULF,042205,TOYOTA,C-HR,22/05/2025,2993892,Harry Feeney Toyota Blackpool,251 Vicarage Lane,,Blackpool,FY4 4XL,,1253607400,28/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
YB73UCJ,893828,DACIA,JOGGER,22/05/2025,2993903,Bennett Motor Group Dacia Leeds,Barrack Road,,Leeds,LS7 4AB,,1134877777,28/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
YD24BKN,099106,AUDI,A3,22/05/2025,2993913,Sytner Audi Wakefield,Peel Avenue,,Wakefield,WF2 7UA,,1924970973,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
MA24VGZ,N96639,BMW,1 SERIES,22/05/2025,2993921,Sytner Volvo Bolton,Meridian Business Park,,Bolton,BL3 2BY,,1204208475,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
MM73NVP,006982,SEAT,TARRACO,22/05/2025,2993926,West Riding Hyundai Manchester,299 - 303 Bury New Road,,Salford,M7 2YN,,1617082160,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
LC22GDY,167870,MG,HS,22/05/2025,2993947,Allam Motor Services Škoda Epsom,Longmead Industrial Est Park,,Epsom,KT19 9AS,,1372743322,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BT74GVM,133448,VOLKSWAGEN,POLO,22/05/2025,2993909,Johnsons Volkswagen Solihull,Highlands Road,,SOLIHULL,B90 4NU,,1217136200,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BF22DNV,170813,HYUNDAI,I20,22/05/2025,2993910,Holdcroft Renault Solihull,270 Stratford Road,,Solihull,B90 3AD,,1212547000,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
AO22JSX,200476,HONDA,JAZZ,22/05/2025,2993911,Holden Honda Norwich,Raynham Street,,Norwich,NR2 4LL,,1603219660,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
DL74HBC,826979,DACIA,JOGGER,22/05/2025,2993914,Arnold Clark Vauxhall Stoke,Clough Street,,STOKE-ON-TRENT,ST1 4AS,,1782651055,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
SL22GHB,V21317,BMW,X2,22/05/2025,2993919,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
LS73WJK,008851,AUDI,A1,22/05/2025,2993920,Amersham Audi,4-8 White Lion Road,,AMERSHAM,HP7 9JD,,1494910067,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
RA24FBL,081644,ALFA,ROMEO TONALE,22/05/2025,2993925,Ancaster Hyundai Croydon,218 Purley Way,,Croydon,CR0 4XG,,2089151900,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
WM73OUW,057360,CUPRA,FORMENTOR,22/05/2025,2993929,Howards Hyundai Taunton,Bridgewater Road,,Taunton,TA2 8DN,,1823320717,28/05/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
HK74SHJ,323696,KIA,PICANTO,22/05/2025,2993944,Snows Peugeot Southampton,493-495 Bursledon Road,,SOUTHAMPTON,SO19 8NJ,,2380407400,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BA24XFF,062575,HYUNDAI,KONA,22/05/2025,2993943,Johnsons Škoda Stourbridge,82 Stourbridge Road,,Stourbridge,DY9 7DE,,1384396600,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
MH22HVY,320063,RENAULT,ARKANA,22/05/2025,2994059,Lookers Kia Stockport,Scott,Greg Street,Stockport,SK5 7BT,,1617170475,28/05/2025,Leyland Motorstore,Goldenhill Lane,Farrington Ind Est,Leyland,PR25 3GG,,1772419400,Must call 1hour before collection and get a name,,AC01,
FX22TNF,244974,MG,ZSS,22/05/2025,2993988,Stoneacre Nissan Grimsby,Altyre Way,,Grimsby,DN36 4RJ,,1472483555,28/05/2025,Chertsey Motorstore,Staines Road,,Chertsey,KT16 9DA,,1932502773,Must call 1hour before collection and get a name,,AC01,
VN24LLP,555309,CUPRA,ATECA,22/05/2025,2994044,Vertu Ford Redditch,Battens Drive,,Redditch,B98 0LJ,,1527308805,28/05/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
WG22FTN,134446,HYUNDAI,I20,22/05/2025,2994043,Staceys Motors Hyundai Bridgwater,Quantock Terrace,,BRIDGWATER,TA6 4BA,,1278458363,28/05/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
FG22CCA,311057,TOYOTA,COROLLA,22/05/2025,2994045,Vertu Honda Mansfield,Southwell Road West,,Mansfield,NG18 4LQ,,1623330604,28/05/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
RJ73KBK,035626,SEAT,ARONA,22/05/2025,2993945,Marshall SKODA Newbury,Farraday Road,,Newbury,RG14 2AD,,1635529595,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BV72UBW,935799,DACIA,DUSTER,22/05/2025,2993948,Wilnecote Motor Company Citroen,Watling Street,,Tamworth,B77 5AB,,1827282052,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GD74LBE,313456,KIA,PICANTO,22/05/2025,2993968,Caffyns MG Ashford,Monument Way,,Ashford,TN24 0HB,,1233326870,28/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
