REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
YP25OSC,106470,NISSAN,JUKE,24/06/2025,3021967,Vertu Nissan Sheffield,Attercliffe Road,,Sheffield,S4 7WW,,3445586556,27/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
DY73LKV,J33544,FORD,FOCUS,24/06/2025,3021968,Furrows Ford Shrewsbury,Benbow Business Park,,SHREWSBURY,SY1 3EQ,,1743454444,27/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
WJ74HUV,492284,HYUNDAI,BAYON,24/06/2025,3021970,Snows Toyota Paignton,59 Totnes Road,,Paignton,TQ3 3RE,,1803559362,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
NV74HOA,544956,HYUNDAI,I20,24/06/2025,3021972,Vertu Hyundai Peterlee,3 Mill Hill,,Peterlee,SR8 2HR,,3445586421,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
PJ24JYT,098229,VOLKSWAGEN,TIGUAN,24/06/2025,3021973,Johnsons VW Liverpool,38 Derby Road,,Liverpool,L20 1AB,,1519223344,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
WU74OHR,043848,SKODA,FABIA,24/06/2025,3021978,Platinum Škoda Bath,Lower Bristol Road,,BATH,BA2 3DN,,1225485400,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
LB21JGV,340149,VOLKSWAGEN,GOLF,24/06/2025,3022025,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
HS73EVT,134904,SKODA,FABIA,24/06/2025,3022028,Richmond Škoda Southampton,Broad Oak,,Botley,SO30 2EU,,1489785111,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
VN73ERK,N17158,BMW,2 SERIES,24/06/2025,3022029,Johnsons Volkswagen Stourbridge,Millennium House,,STOURBRIDGE,DY8 4AH,,1384397600,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
PG73XHT,027443,VOLKSWAGEN,TIGUAN,24/06/2025,3022030,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
LS22NVX,110562,NISSAN,QASHQAI,24/06/2025,3022035,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
GY22HLE,157323,HYUNDAI,BAYON,24/06/2025,3022036,Tates Cars Hyundai Portslade,94-106 Old Shoreham Road,,Portslade,BN41 1TA,,1273276666,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
CN22WDU,282646,MERCEDES-BENZ,CLA CLASS,24/06/2025,3022037,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
BG22WGM,042767,PEUGEOT,3008,24/06/2025,3022038,Sutton Park Renault Tamworth,Off Gargarin,,TAMWORTH,B79 7TP,,1827305080,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
LV22DAU,102770,SEAT,IBIZA,24/06/2025,3022041,Marshall Škoda Dartford,Rennie Drive,,Dartford,DA1 5FD,,1322772133,27/06/2025,West Bromwich Motorstore,Millennium Park,New Swan Lane,West Bromwich,B70 0NR,,1218173570,Must call 1hour before collection and get a name,,AC01,
FM22BSO,299774,SUZUKI,SWACE,24/06/2025,3022406,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,27/06/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
FG74WXD,083298,HYUNDAI,KONA,24/06/2025,3022434,Vertu Hyundai Mansfield,Southwell Road West,,Mansfield,NG18 4LW,,3445586370,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
YG24BOT,K88905,JEEP,AVENGER,24/06/2025,3022435,Perrys Peugeot Huddersfield,Northgate,,Huddersfield,HD1 6AP,,1484623062,27/06/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
WJ22KUF,683110,KIA,STONIC,24/06/2025,3022436,Rodgers of Plymouth Kia,Brixton Road Garage,,PLYMOUTH,PL8 2BL,,1752402623,27/06/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
PN22SYS,104428,SEAT,ARONA,24/06/2025,3022437,Johnsons SEAT Preston,Riversway Motor Park,,Preston,PR2 2JW,,1772333030,27/06/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
OV22FLN,021654,PEUGEOT,208,24/06/2025,3022438,Vertu Peugeot Oxford,370 Iffley Road,,OXFORD,OX4 4AT,,3445586598,27/06/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
MW74VKU,383309,DACIA,SANDERO,24/06/2025,3022447,Group 1 Volkswagen Altrincham,Manchester Road,,ALTRINCHAM,WA14 4PJ,,1616058100,27/06/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Must call 1hour before collection and get a name,,AC01,
YE72GHO,043449,SEAT,ARONA,24/06/2025,3022450,Vertu Renault Bradford,113 Thornton Road,,Bradford,BD1 2EP,,1274931349,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
WG74GKF,294949,HYUNDAI,TUCSON,24/06/2025,3022451,Eden Hyundai Torbay,Eden Vauxhall Torbay Compound,,Torquay,TQ2 7FA,,1803313553,27/06/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Must call 1hour before collection and get a name,,AC01,
