REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
WR22LYA,135145,HYUNDAI,I10,20/05/2025,2987129,Howards Honda Taunton,Priorswood Road,,TAUNTON,TA2 8DN,,1823273400,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
DE22EOZ,Y60429,FORD,CONNECT,20/05/2025,2987590,M53 Ford Ellesmere Port,Rossmore Road East,,ELLESMERE PORT,CH65 3BR,,1513571221,23/05/2025,Leyland Motorstore,Goldenhill Lane,Farrington Ind Est,Leyland,PR25 3GG,,1772419400,Must call 1hour before collection and get a name,,AC01,
EK24VPN,179468,KIA,SPORTAGE,20/05/2025,2987591,Brayley Kia Enfield,660 Great Cambridge Road,,Middlesex,EN1 3WX,,2084191500,23/05/2025,Wakefield Motorstore,Unit 1 Calder Park Services,Peel Avenue,Wakefield,WF2 7BL,,01924975790,Must call 1hour before collection and get a name,,AC01,
BL72XBM,181782,NISSAN,LEAF,20/05/2025,2987670,X CAG Peterborough Purple Rock Logistics,Stamford Road Kings Cliffe,Kings Cliffe,Peterborough,PE8 6XX,,1733371881,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BK70DSE,118492,MERCEDES-BENZ,CLA CLASS,20/05/2025,2987739,Johnsons Volkswagen Birmingham,Lawley Middleway,,BIRMINGHAM,B4 7XT,,1217036600,23/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Must call 1hour before collection and get a name,,AC01,
WU22LXV,093815,SEAT,ARONA,20/05/2025,2987740,Edwards Mazda Worcester,Baynhall Garage,,WORCESTER,WR5 3PA,,1905828800,23/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Must call 1hour before collection and get a name,,AC01,
PX73XZB,389624,HYUNDAI,TUCSON,20/05/2025,2987741,James Haugh Vauxhall Dumfries,DUMFRIES,,DUMFRIES,DG1 1HD,,,23/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Must call 1hour before collection and get a name,,AC01,
LG22DXC,007620,SEAT,TARRACO,20/05/2025,2987742,Willis Motor Company Škoda Ruislip,Willis House,,RUISLIP,HA4 0BH,,2085159700,23/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Must call 1hour before collection and get a name,,AC01,
YC22XTW,180978,HYUNDAI,TUCSON,20/05/2025,2987711,Cars2 MG Wakefield,Calder Island,,Wakefield,WF2 7AW,,1924683300,23/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
YY22BHJ,310113,TOYOTA,COROLLA,20/05/2025,2987764,Vantage Toyota Scarborough,Dunslow Road,,Scarborough,YO11 3UT,,1723586910,23/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
PK23EOH,050250,VOLKSWAGEN,TAIGO,20/05/2025,2987768,Lookers Volkswagen Blackpool,Volkswagen House,,BLACKPOOL,FY4 4UW,,1253695555,23/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
LV74UNX,205306,HONDA,JAZZ,20/05/2025,2981235,Brayleys Honda Orpington,222 Cray Avenue,,Orpington,BR5 3PZ,,2083036363,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GD73BPX,790752,RENAULT,AUSTRAL,20/05/2025,2987712,BCA Fleet Solutions Ltd,Geddington Rd B,,Corby,NN18 8ET,,1536212786,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
EK70UAB,S67605,BMW,X1,20/05/2025,2987722,Marshall Volkswagen Harlow,River Way,,Essex,CM20 2TU,,1279400400,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GF22LCK,311372,RENAULT,ARKANA,20/05/2025,2987728,Lipscomb Volvo Maidstone,Performance House,,AYLESFORD,ME20 7XA,,1622882840,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
LL69OXV,P51976,BMW,X2,20/05/2025,2987733,Berry BMW Chiswick,6 Shield Drive,,Brentford,TW8 9EX,,2082325700,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
HV73OLE,436128,RENAULT,ARKANA,20/05/2025,2987736,Richmond Škoda Southampton,Broad Oak,,Botley,SO30 2EU,,1489785111,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BD22VEO,S81875,FORD,PUMA,20/05/2025,2987738,TMS Volvo Coventry,510 London Road,,COVENTRY,CV3 4EU,,2476303132,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GF24YHX,097920,VAUXHALL,CORSA,20/05/2025,2987743,Perrys Vauxhall Broadstairs,Westwood Road,,BROADSTAIRS,CT10 2NP,,1843630552,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
FD73UGB,325282,VAUXHALL,CORSA,20/05/2025,2987744,Pentagon Vauxhall Derby,Pentagon Island.,,DERBY,DE21 6HB,,3303906799,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
AF24HJG,010249,VAUXHALL,CORSA,20/05/2025,2987755,Marshall Honda Peterborough,Honda House,,PETERBOROUGH,PE1 5PT,,1733340044,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
MA22FCO,Y64575,FORD,PUMA,20/05/2025,2987756,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GN21LLE,115673,MAZDA,MX-30,20/05/2025,2987762,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,23/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
