REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
MD24NLO,106589,SUZUKI,SWIFT,08/05/2025,2980319,D. M. Keith Suzuki Ashton-Under-Lyne,Cavendish Street,,Ashton-Under-Lyne,OL6 7QL,,1613305148,08/05/2025,Wolverhampton Motorstore,Pantheon Park,Wednesfield Way,Wolverhampton,WV11 3DR,,1902937977,Please call 1 hour before collection,,AC01,
BD24UOY,041531,PEUGEOT,208,08/05/2025,2980326,Stellantis & You Peugeot Birmingham,100 Small Heath Highway,,BIRMINGHAM,B10 0BT,,1217667700,08/05/2025,Wolverhampton Motorstore,Pantheon Park,Wednesfield Way,Wolverhampton,WV11 3DR,,1902937977,Please call 1 hour before collection,,AC01,
DK22JLO,K71162,BMW,I3,08/05/2025,2980376,Swansway Volkswagen Crewe,Crewe Volkswagen Ltd,,CREWE,CW1 6XZ,,1270864074,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
EF71MUE,109232,VAUXHALL,CORSA,08/05/2025,2980377,Marshall Vauxhall Ipswich,2-4 Augusta Close,,IPSWICH,IP3 9SS,,1473877293,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
OE74YST,294995,VAUXHALL,CORSA,08/05/2025,2980378,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
PK71VHV,042247,VOLKSWAGEN,TROC,08/05/2025,2980380,Corkills Volkswagen Southport,Fylde Road Industrial Est,,SOUTHPORT,PR9 9XP,,1704506500,08/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
YP22UZL,176623,VAUXHALL,CROSSLAND,08/05/2025,2980382,Vertu Vauxhall Chesterfield,464 Chatsworth Road,,CHESTERFIELD,S40 3BD,,1246796264,08/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
YY23KBN,350088,VAUXHALL,CROSSLAND,08/05/2025,2980385,Evans Halshaw Vauxhall Hull,Priory Park,,HULL,HU4 7DY,,1482357357,08/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
YNZ9483,059031,TOYOTA,PRIUS,08/05/2025,2980501,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,08/05/2025,Stourbridge Fiat/Motorstore/Abarth,Brettell Lane,Amblecote,Stourbridge,DY8 4BP,,1384987054,Please call 1 hour before collection,,AC01,
VN73UAY,841162,PEUGEOT,2008,08/05/2025,2980615,Startin Peugeot Worcester,Bath Road,,Worcester,WR5 3HR,,1905820777,08/05/2025,Shrewsbury Motorstore,7 Battlefield Road,,Shrewsbury,SY1 4AE,,1743648058,Please call 1 hour before collection,,AC01,
OV73XMY,520447,SEAT,ATECA,08/05/2025,2980616,Martins Dacia Basingstoke,London Road,,Basingstoke,RG24 7NZ,,1256867020,08/05/2025,Shrewsbury Motorstore,7 Battlefield Road,,Shrewsbury,SY1 4AE,,1743648058,Please call 1 hour before collection,,AC01,
NV73LSL,048571,VAUXHALL,GRANDLAND,08/05/2025,2980617,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,08/05/2025,Shrewsbury Motorstore,7 Battlefield Road,,Shrewsbury,SY1 4AE,,1743648058,Please call 1 hour before collection,,AC01,
FH24PNV,568128,SEAT,ATECA,08/05/2025,2980618,Marshall SEAT Leicester,Raw Dykes Road,,Leicester,LE2 7JU,,1162575222,08/05/2025,Shrewsbury Motorstore,7 Battlefield Road,,Shrewsbury,SY1 4AE,,1743648058,Please call 1 hour before collection,,AC01,
NG22KUP,510936,VOLKSWAGEN,TROC,08/05/2025,2980739,Lookers Volkswagen Newcastle Scotswood,Road Scotswood Road,,NEWCASTLE UPON TYNE,NE15 6TZ,,1912722200,08/05/2025,Preston Motorstore,116 Hartington Rd,,Preston,PR1 8PQ,,1772418090,Please call 1 hour before collection,,AC01,
NA22SXL,891495,HYUNDAI,KONA,08/05/2025,2980740,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,08/05/2025,Preston Motorstore,116 Hartington Rd,,Preston,PR1 8PQ,,1772418090,Please call 1 hour before collection,,AC01,
FY22YDJ,178427,VAUXHALL,CROSSLAND,08/05/2025,2980761,Drayton Motors Suzuki Boston,Frith Bank,,Boston,PE22 7BD,,1205362230,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
LC73HRM,208826,CITROEN,C3,08/05/2025,2980763,Volvo Cars London West,115 Power Road,,London,W4 5PY,,2088345858,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
NL24WLX,007091,VAUXHALL,GRANDLAND,08/05/2025,2980764,BCA Fleet Solutions Ltd,Geddington Rd B,,Corby,NN18 8ET,,1536212786,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YP25UHO,002720,CUPRA,TAVASCAN,08/05/2025,2980765,Stoneacre CUPRA Chesterfield,Chesterfield,,Chesterfield,S41 9AJ,,1800000000,08/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
KW74GBE,411476,VOLKSWAGEN,TIGUAN,08/05/2025,2980766,Marshall Volkswagen Milton Keynes,Greyfriars Court,,Milton Keynes,MK10 0BN,,1908851000,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
LS22XPZ,317763,RENAULT,ARKANA,08/05/2025,2980767,Glyn Hopkin Renault St Albans,Lyon Way,,St Albans,AL4 0QU,,1727818080,08/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
