REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
FX21SCV,213592,HONDA,JAZZ,12/05/2025,2983339,Vertu Honda Grantham,Tollemarch Road,,GRANTHAM,NG31 7UH,,3446599751,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
AY22XAT,176520,HYUNDAI,TUCSON,12/05/2025,2983294,Norton Way Nissan,Norton Way North,,Letchworth,SG6 1BL,,1462754542,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
KE70XWB,S11152,BMW,X1,12/05/2025,2983338,Endeavour Hyundai North London,Colney Hatch Lane,,London,N11 3DG,,2084576660,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
HV22KLX,052806,KIA,PRO CEED,12/05/2025,2983307,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
HJ22NGN,Y08089,FORD,FIESTA,12/05/2025,2983345,English Ford Poole,1 Yarrow Road,,POOLE,BH12 4QA,,1202715577,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YW21WVF,469719,KIA,NIRO,12/05/2025,2983325,Vantage Kia Scarborough,Dunslow Road,,Scarborough,YO11 3UT,,1723586910,15/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
BD22DWP,186410,VAUXHALL,CORSA,12/05/2025,2983315,Sytner MINI Tamworth,Kinson Drive,,Tamworth,B78 3JF,,1827309001,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
WD21SXC,810600,KIA,PICANTO,12/05/2025,2983341,F J Chalke Kia Yeovil,Lysander Road,,Yeovil,BA20 2AQ,,1935471800,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
KY73YKP,158912,SKODA,KAMIQ,12/05/2025,2983198,Stoneacre SEAT Peterborough,Newark Road,,Peterborough,PE1 5HE,,1733555670,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
BP24ECC,289085,HYUNDAI,I10,12/05/2025,2983202,Motorfair Hyundai Birmingham,220 The Radleys,,Birmingham,B33 0QR,,1217882000,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
DA71PFJ,030142,SEAT,IBIZA,12/05/2025,2983222,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,15/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Please call 1 hour before collection,,AC01,
LV71XNP,001936,SEAT,TARRACO,12/05/2025,2983242,Marshall SKODA Croydon,414 Purley Way,,Croydon,CR0 4NZ,,2086868844,15/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Please call 1 hour before collection,,AC01,
GK25ZNS,022159,CUPRA,TAVASCAN,12/05/2025,2983246,Spirit Hyundai Corby,Corby,,Corby,NN18 8AL,,,15/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Please call 1 hour before collection,,AC01,
AP71MWX,058650,SKODA,SCALA,12/05/2025,2983249,Holden Volvo Norwich,Compound,Raynham Street,Norwich,NR2 4LL,,1603756655,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
BJ22LGF,178354,HYUNDAI,TUCSON,12/05/2025,2983259,Brindley Hyundai Wolverhampton,55 Penn Road,,Wolverhampton,WV2 4WW,,1902427400,15/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Please call 1 hour before collection,,AC01,
BP73VVK,263231,KIA,SPORTAGE,12/05/2025,2983260,Sutton Park Kia Coventry,318 Holbrook Lane,,COVENTRY,CV6 4DJ,,2476693366,15/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Please call 1 hour before collection,,AC01,
GF22FZG,317205,RENAULT,ARKANA,12/05/2025,2983264,JCB Renault Medway,110 High Street,,Rainham,ME8 8AR,,1634377244,15/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Please call 1 hour before collection,,AC01,
GK22KWU,074501,SKODA,KAMIQ,12/05/2025,2983265,JCB Dacia Ashford,The Parade,,Ashford,TN24 0HT,,1233506789,15/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Please call 1 hour before collection,,AC01,
EY22SKU,079573,NISSAN,QASHQAI,12/05/2025,2983268,Marshall Nissan Cambridge,699 Newmarket Road,,Cambridge,CB5 8SQ,,1223377300,15/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Please call 1 hour before collection,,AC01,
OY22WZP,K10214,FORD,KUGA,12/05/2025,2983271,Marshall Škoda Oxford,2 Oxford Road,,Oxford,OX5 1AA,,1865686333,15/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Please call 1 hour before collection,,AC01,
LV20FXR,069860,VOLKSWAGEN,POLO,12/05/2025,2983277,Group 1 Volkswagen Bromley,Bromley Hill,,BROMLEY,BR1 4JS,,2045862731,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
BD73OHS,394269,HYUNDAI,TUCSON,12/05/2025,2983280,Listers Volkswagen Coventry,1 Quinton Road,,COVENTRY,CV1 2WQ,,2476630300,15/05/2025,Shrewsbury Motorstore,7 Battlefield Road,,Shrewsbury,SY1 4AE,,1743648058,Please call 1 hour before collection,,AC01,
YX74KFG,G61389,FORD,PUMA,12/05/2025,2983283,Stoneacre Ford Harrogate,Broughton Way,,Harrogate,HG2 7NY,,1423886555,15/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
LO21RKK,039342,AUDI,Q2,12/05/2025,2983292,Group 1 Audi Finchley Road,279 Finchley Road,,London,NW3 6LT,,2076447878,15/05/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Please call 1 hour before collection,,AC01,
YD24FBJ,131262,CUPRA,FORMENTOR,12/05/2025,2983304,Pentagon CUPRA Huddersfield,1 Fartown Green Road,,Huddersfield,HD2 1AA,,1484360050,15/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
EO20NUW,125707,MERCEDES-BENZ,CLA CLASS,12/05/2025,2983317,Sytner Mercedes-Benz of Loughton,3 Langston Road,,Loughton,IG10 3SD,,2084187700,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
GJ22CZB,051177,VOLKSWAGEN,TCROSS,12/05/2025,2983321,JCB Volkswagen Medway,Bailey Drive,,GILLINGHAM,ME8 0PZ,,1634378988,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
LV24NWT,032277,VAUXHALL,CORSA,12/05/2025,2983344,Glyn Hopkin MG Buckhurst Hill,Epping New Road,,Essex,IG9 5TZ,,2089885778,15/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
MC24CNO,502399,HYUNDAI,TUCSON,12/05/2025,2983369,West Riding Hyundai Bury,701 Manchester Road,,Bury,BL9 9US,,1617052277,15/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
DV22HBZ,302943,RENAULT,ARKANA,12/05/2025,2983130,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,15/05/2025,Wakefield Motorstore,Peel Avenue,,Wakefield,WF2 7BL,,1000000000,Please call 1 hour before collection,,AC01,
