REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
KV22WHS,185975,MG,HS,14/05/2025,2985792,Spirit MG Corby,Corby,,Corby,NN18 8AL,,,19/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
BG22NVC,099390,NISSAN,QASHQAI,14/05/2025,2985795,Paul Rigby Volvo Lye,Grange Lane,,West Midlands,DY9 7HH,,1384441133,19/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YC21SZM,T98928,BMW,X1,14/05/2025,2985807,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,19/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YP22KJA,Y61312,FORD,ECOSPORT,14/05/2025,2985808,Vertu Hyundai Mansfield,Southwell Road West,,Mansfield,NG18 4LW,,3445586370,19/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
LV22UBP,196612,CITROEN,C3,14/05/2025,2985810,TrustFord Wimbledon,67-71 Plough Lane,,London,SW17 0BW,,3309120359,19/05/2025,Burton Motorstore,James Brindley Way,Stretton,Burton On Trent,DE13 0LB,,1283387740,Please call 1 hour before collection,,AC01,
HG73WTO,528158,SEAT,ATECA,14/05/2025,2985811,Snows SEAT Poole,490 Blandford Road,,Poole,BH16 5BN,,1202627455,19/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YS74KXE,544002,SEAT,IBIZA,14/05/2025,2985813,Stoneacre SEAT Chesterfield,Brimington Road North,,CHESTERFIELD,S41 9AJ,,1246450450,19/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
YX23PVA,226034,NISSAN,QASHQAI,14/05/2025,2985820,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,19/05/2025,Newcastle Under Motorstore,Brymbo Road,Lymedale Park,Newcastle Under Lyme,ST5 9HX,,1782476140,Please call 1 hour before collection,,AC01,
YT22JGU,220205,HYUNDAI,TUCSON,14/05/2025,2985821,Stoneacre Hyundai Sheffield,Sheffield,,Sheffield,S6 2FU,,1000000000,19/05/2025,Newcastle Under Motorstore,Brymbo Road,Lymedale Park,Newcastle Under Lyme,ST5 9HX,,1782476140,Please call 1 hour before collection,,AC01,
HG74FCP,032909,VAUXHALL,GRANDLAND,14/05/2025,2985823,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,19/05/2025,Newcastle Under Motorstore,Brymbo Road,Lymedale Park,Newcastle Under Lyme,ST5 9HX,,1782476140,Please call 1 hour before collection,,AC01,
FP73WND,037142,SEAT,ARONA,14/05/2025,2985824,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,19/05/2025,Newcastle Under Motorstore,Brymbo Road,Lymedale Park,Newcastle Under Lyme,ST5 9HX,,1782476140,Please call 1 hour before collection,,AC01,
MJ22GJX,128008,RENAULT,CAPTUR,14/05/2025,2985891,Arnold Clark Renault St Helens,Delphwood Drive,,Delphwood Drive,WA9 5JE,,,19/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
LS71UHY,G45256,FORD,TRANSIT,14/05/2025,2985923,Palmers Jeep Hemel Hempstead,Ivory's Business Centre,,Radlett,WD7 7HU,,1442232300,19/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YY23XPH,120640,VOLKSWAGEN,TIGUAN,14/05/2025,2985950,Stoneacre Ford Harrogate,Broughton Way,,Harrogate,HG2 7NY,,1423886555,19/05/2025,Blackpool Vauxhall,Whitehills Business Park,,Blackpool,FY4 5PQ,,,Please call 1 hour before collection,,AC01,
LS74EYF,185446,VOLKSWAGEN,TIGUAN,14/05/2025,2985952,Willis Motor Company Škoda Ruislip,Willis House,,RUISLIP,HA4 0BH,,2085159700,19/05/2025,Stoke Vauxhall,Clough Street,,Stoke on Trent,ST1 4AS,,1782651040,Please call 1 hour before collection,,AC01,
