REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1,21/05/2025,476727,,,,,,,,27/05/2025,SHOREHAM VEHICLE AUCTIONS LTD,CHARTWELL ROAD,LANCING BUSINESS PARK,LANCING,BN15 8TU,,,,,EU01,
